lexical,itn,maskedITN,display,question,durationInTicks,Filenumber,id,name,filename
so i've been learning a lot about statistics and linear algebra which are the two most important things required for the particular field that i'm choosing to become a professor and i have already done several projects in these subpages an in depth knowledge of these topics is required i already have a couple of first author first author publications in this all within a span of one and half years so i think that this job,so i've been learning a lot about statistics and linear algebra which are the two most important things required for the particular field that i'm choosing to become a professor and i have already done several projects in these subpages an in depth knowledge of these topics is required i already have a couple of first author first author publications in this all within a span of 1 and half years so i think that this job,so i've been learning a lot about statistics and linear algebra which are the two most important things required for the particular field that i'm choosing to become a professor and i have already done several projects in these subpages an in depth knowledge of these topics is required i already have a couple of first author first author publications in this all within a span of 1 and half years so i think that this job,"So I've been learning a lot about statistics and linear algebra, which are the two most important things required for the particular field that I'm choosing to become a professor, and I have already done several projects in these subpages. An in depth knowledge of these topics is required. I already have a couple of first author first author publications in this all within a span of 1 and half years, so I think that. This job.",17,450300000,19,24,satwik,17.wav
i've been learning this since a couple of years since my college times so once i realized that i do not want to continue practicing as a clinical doctor i immediately started finding out alternative ways of learning and i realized that statistical fields of research are very interesting to me so i started learning them and for the next couple of years at least i was just learning these things almost full time and after that i actually ended up doing projects which are also a great way to learn the skills required to become skills that i consider one needs to be can you tell me the slide number,i've been learning this since a couple of years since my college times so once i realized that i do not want to continue practicing as a clinical doctor i immediately started finding out alternative ways of learning and i realized that statistical fields of research are very interesting to me so i started learning them and for the next couple of years at least i was just learning these things almost full time and after that i actually ended up doing projects which are also a great way to learn the skills required to become skills that i consider one needs to be can you tell me the slide number,i've been learning this since a couple of years since my college times so once i realized that i do not want to continue practicing as a clinical doctor i immediately started finding out alternative ways of learning and i realized that statistical fields of research are very interesting to me so i started learning them and for the next couple of years at least i was just learning these things almost full time and after that i actually ended up doing projects which are also a great way to learn the skills required to become skills that i consider one needs to be can you tell me the slide number,"I've been learning this since a couple of years since my college times, so once I realized that I do not want to continue practicing as a clinical doctor, I immediately started finding out alternative ways of learning, and I realized that statistical fields of research are very interesting to me, so I started learning them, and for the next couple of years at least, I was just learning these things. Almost full time. And after that I actually ended up doing projects which are also a great way to learn the skills required to become. Skills that I consider one needs to be. Can you tell me the slide number?",18,530900000,20,24,satwik,18.wav
i think that in today's cutthroat world it's quite difficult to quickly change your job so i think even if it became monotonous as long as it pays well and as long as the facilities that i have in everyday work are good enough i think i will continue doing the job and try to do something else as a pastime to keep my work in keep my life interesting and despite being monotonous i don't think i would change anything about the job as long as it pays well,i think that in today's cutthroat world it's quite difficult to quickly change your job so i think even if it became monotonous as long as it pays well and as long as the facilities that i have in everyday work are good enough i think i will continue doing the job and try to do something else as a pastime to keep my work in keep my life interesting and despite being monotonous i don't think i would change anything about the job as long as it pays well,i think that in today's cutthroat world it's quite difficult to quickly change your job so i think even if it became monotonous as long as it pays well and as long as the facilities that i have in everyday work are good enough i think i will continue doing the job and try to do something else as a pastime to keep my work in keep my life interesting and despite being monotonous i don't think i would change anything about the job as long as it pays well,"I think that in today's cutthroat world, it's quite difficult to. Quickly change your job, so I think even if it became monotonous, as long as it pays well and as long as the facilities that I have in everyday work are good enough, I think I will continue doing the job and try to do something else as a pastime to keep my work in. Keep my life interesting and despite being monotonous, I don't think I would change anything about the job as long as it pays well.",21,411700000,22,24,satwik,21.wav
so i think that in two years time i expect myself to at least have started on a tenure track position so currently i'll be i'll be joining as a additional officer but i think that within two years time i should already be on track to become a full time tenured professor which i think i should achieve within say five six years,so i think that in two years time i expect myself to at least have started on a tenure track position so currently i'll be i'll be joining as a additional officer but i think that within two years time i should already be on track to become a full time tenured professor which i think i should achieve within say 5-6 years,so i think that in two years time i expect myself to at least have started on a tenure track position so currently i'll be i'll be joining as a additional officer but i think that within two years time i should already be on track to become a full time tenured professor which i think i should achieve within say 5-6 years,"So. I think that in two years time I. Expect myself to at least have started on a tenure track position, so currently I'll be I'll be joining as a additional officer, but I think that within two years time I should already be on track to become a full time tenured professor, which I think I should achieve within say 5-6 years.",19,334600000,23,24,satwik,19.wav
so there were a couple of important events in the past few years but the most important event is that one of my college professors ended up throwing a party for all the students and we all went to the party and that's very started talking about his regular life outside of academia and that's when i realized that being a professor academia is actually only a small portion of your life and the ability to talk to different people who have the same kind of ideas that you do and the non academic life officer is something that impressed me so much that i ended up choosing this as well,so there were a couple of important events in the past few years but the most important event is that one of my college professors ended up throwing a party for all the students and we all went to the party and that's very started talking about his regular life outside of academia and that's when i realized that being a professor academia is actually only a small portion of your life and the ability to talk to different people who have the same kind of ideas that you do and the non academic life officer is something that impressed me so much that i ended up choosing this as well,so there were a couple of important events in the past few years but the most important event is that one of my college professors ended up throwing a party for all the students and we all went to the party and that's very started talking about his regular life outside of academia and that's when i realized that being a professor academia is actually only a small portion of your life and the ability to talk to different people who have the same kind of ideas that you do and the non academic life officer is something that impressed me so much that i ended up choosing this as well,"So there were a couple of important events in the past few years, but the most important event is that one of my college professors ended up throwing a party for all the students, and we all went to the party, and that's very started talking about his regular life outside of academia. And that's when I realized that being a professor academia is actually only a small portion of your life and the. Ability to talk to different people who have the same kind of ideas that you do and the non academic life officer is something that impressed me so much that I ended up choosing this as well.",20,527400000,24,24,satwik,20.wav
the greatest strength was to be open to new ideas and being able to come up with very innovative strategies so since i do not come from a background of heavy mathematics so i'm not often constrained by the existing ideas in the field so i can often come up with very new ideas with most people in the field might not be working with because there is a tendency to think in a particular way when you've been in a field for long since i've not been in the field for long i think i can come up with very original or creative ideas too so,the greatest strength was to be open to new ideas and being able to come up with very innovative strategies so since i do not come from a background of heavy mathematics so i'm not often constrained by the existing ideas in the field so i can often come up with very new ideas with most people in the field might not be working with because there is a tendency to think in a particular way when you've been in a field for long since i've not been in the field for long i think i can come up with very original or creative ideas too so,the greatest strength was to be open to new ideas and being able to come up with very innovative strategies so since i do not come from a background of heavy mathematics so i'm not often constrained by the existing ideas in the field so i can often come up with very new ideas with most people in the field might not be working with because there is a tendency to think in a particular way when you've been in a field for long since i've not been in the field for long i think i can come up with very original or creative ideas too so,"The greatest strength was to be open to new ideas and being able to come up with very innovative strategies. So since I do not come from a background of heavy mathematics, so I'm not often constrained by the existing ideas in the field so I can often come up with very new ideas with most people in the field might not be working with because there is a tendency to think in a particular way when you've been in a field for long. Since I've not been in the field for long, I think I can come up with very original or creative ideas too, so.",22,450000000,26,24,satwik,22.wav
yes the last last project that i did was on network dynamics of a gene network and there were several new things that people in the field were never doing so the people had never applied say cluster analysis to the output of the output of the dynamical simulations and that was an idea which came which i came up with and it ended up making a lot more sense in the very specific question that we're trying to answer and that was also the idea which was the mainstay of the work i did in the publication will change thirty one,yes the last last project that i did was on network dynamics of a gene network and there were several new things that people in the field were never doing so the people had never applied say cluster analysis to the output of the output of the dynamical simulations and that was an idea which came which i came up with and it ended up making a lot more sense in the very specific question that we're trying to answer and that was also the idea which was the mainstay of the work i did in the publication will change 31,yes the last last project that i did was on network dynamics of a gene network and there were several new things that people in the field were never doing so the people had never applied say cluster analysis to the output of the output of the dynamical simulations and that was an idea which came which i came up with and it ended up making a lot more sense in the very specific question that we're trying to answer and that was also the idea which was the mainstay of the work i did in the publication will change 31,"Yes, the last last project that I did was on network dynamics of a gene network and there were several new things that people in the field were never doing, so the people had never applied, say, cluster analysis to the output of the output of the dynamical simulations, and that was an idea which came which I came up with, and it ended up making a lot more sense in the very specific question that we're trying to answer, and that was also the. Idea, which was the mainstay of the work I did in the publication will change. 31",23,487400000,27,24,satwik,23.wav
since one of the motivations for becoming a professor is to have sort of unchallenged power in regards to the implementation of curriculum i think i would still make it a point to impress upon them the need that i feel an i would consider that they might not be able to view this in the exact light that i can and i've still go forward with that idea despite them not being OK with the assumption that they will also come to comes with it overtime and will realize the importance of it once they also progress in there,since one of the motivations for becoming a professor is to have sort of unchallenged power in regards to the implementation of curriculum i think i would still make it a point to impress upon them the need that i feel an i would consider that they might not be able to view this in the exact light that i can and i've still go forward with that idea despite them not being OK with the assumption that they will also come to comes with it overtime and will realize the importance of it once they also progress in there,since one of the motivations for becoming a professor is to have sort of unchallenged power in regards to the implementation of curriculum i think i would still make it a point to impress upon them the need that i feel an i would consider that they might not be able to view this in the exact light that i can and i've still go forward with that idea despite them not being ok with the assumption that they will also come to comes with it overtime and will realize the importance of it once they also progress in there,"Since one of the motivations for becoming a professor is to have sort of. Unchallenged power in regards to the implementation of curriculum. I think I would still make it a point to impress upon them the need that I feel an. I would consider that they might not be able to view this in the exact light that I can, and I've still go forward with that idea despite them not being OK with the assumption that they will also come to. Comes with it overtime and will realize the importance of it once they also progress in there.",24,445700000,28,24,satwik,24.wav
the last book i read was a book known as the subtle knife by philip pullman so that is part of a trilogy called his dark materials and i just completed that i just finished that idea,the last book i read was a book known as the subtle knife by philip pullman so that is part of a trilogy called his dark materials and i just completed that i just finished that idea,the last book i read was a book known as the subtle knife by philip pullman so that is part of a trilogy called his dark materials and i just completed that i just finished that idea,"The last book I read was a book known as The Subtle Knife by Philip Pullman, so that is part of a trilogy called his Dark Materials, and I just completed that. I just finished that idea.",25,200700000,29,24,satwik,25.wav
i'm interested in several things so since last year i've been learning mixed martial arts because of lockdown there were only a few places with started but i still made it a point to go there regularly before the last couple of years i was into root skating so at my college there used to be a club of say twenty people who were all interested in the same things we all used to go to professional skating rings and sort of learn skating i was quite good at it but then i got bored with it so i moved on to the next,i'm interested in several things so since last year i've been learning mixed martial arts because of lockdown there were only a few places with started but i still made it a point to go there regularly before the last couple of years i was into root skating so at my college there used to be a club of say 20 people who were all interested in the same things we all used to go to professional skating rings and sort of learn skating i was quite good at it but then i got bored with it so i moved on to the next,i'm interested in several things so since last year i've been learning mixed martial arts because of lockdown there were only a few places with started but i still made it a point to go there regularly before the last couple of years i was into root skating so at my college there used to be a club of say 20 people who were all interested in the same things we all used to go to professional skating rings and sort of learn skating i was quite good at it but then i got bored with it so i moved on to the next,"I'm interested in several things, so since last year I've been learning mixed martial arts because of lockdown, there were only a few places with started, but I still made it a point to go there regularly before the last couple of years I was into root skating, so at my college there used to be a club of say 20 people who were all interested in the same things we all used to go to professional skating rings and sort of learn skating. I was quite good at it, but then I got bored with it so I moved on to the next.",26,413400000,30,24,satwik,26.wav
for me i was in skating for the thrill of speed so it often even if you are very good at running you cannot actually achieve the chilling speeds but on skates that's actually quite easy to do and once you do it it became a sort of it became something that i knew i wanted to keep doing for mixed martial arts i think it was just the concept of being able being able to learn skills that can actually allow you to not be afraid of anyone in real life so i could do that intellectually but to do that physically is something entirely that's how i got it,for me i was in skating for the thrill of speed so it often even if you are very good at running you cannot actually achieve the chilling speeds but on skates that's actually quite easy to do and once you do it it became a sort of it became something that i knew i wanted to keep doing for mixed martial arts i think it was just the concept of being able being able to learn skills that can actually allow you to not be afraid of anyone in real life so i could do that intellectually but to do that physically is something entirely that's how i got it,for me i was in skating for the thrill of speed so it often even if you are very good at running you cannot actually achieve the chilling speeds but on skates that's actually quite easy to do and once you do it it became a sort of it became something that i knew i wanted to keep doing for mixed martial arts i think it was just the concept of being able being able to learn skills that can actually allow you to not be afraid of anyone in real life so i could do that intellectually but to do that physically is something entirely that's how i got it,"For me, I was in skating for the thrill of speed, so it often, even if you are very good at running, you cannot actually achieve the chilling speeds. But on skates. That's actually quite easy to do, and once you do it, it became a sort of. It became something that I knew I wanted to keep doing for mixed martial arts. I think it was just the concept of being able being able to learn skills that can actually allow you to not be afraid of anyone in real life. So I could do that intellectually. But to do that physically is something entirely. That's how I got it.",27,495200000,31,24,satwik,27.wav
yeah so i when i was in class seven i watch the launching the first launching of the moon lunar spaceship then modernization chandrayaan one and i followed every aspect of launching and also i had been interested from very early stages so it's rose all distros maneuvers and experiments and yeah it was certainly a very proud moment even as an indian and even as a budding enthusiast so i guess that was a for instance i decided to work in this field in the future is,yeah so i when i was in class seven i watch the launching the first launching of the moon lunar spaceship then modernization chandrayaan one and i followed every aspect of launching and also i had been interested from very early stages so it's rose all distros maneuvers and experiments and yeah it was certainly a very proud moment even as an indian and even as a budding enthusiast so i guess that was a for instance i decided to work in this field in the future is,yeah so i when i was in class seven i watch the launching the first launching of the moon lunar spaceship then modernization chandrayaan one and i followed every aspect of launching and also i had been interested from very early stages so it's rose all distros maneuvers and experiments and yeah it was certainly a very proud moment even as an indian and even as a budding enthusiast so i guess that was a for instance i decided to work in this field in the future is,"Yeah, so I when I was in class seven I. Watch the launching the first launching of the Moon lunar spaceship, then modernization Chandrayaan one, and I followed every aspect of launching and also. I had been interested from very early stages, so it's rose, all distros, maneuvers and experiments. And yeah, it was certainly a very proud moment. Even as an Indian and even as a budding enthusiast. So I guess that was a. For instance, I decided to. Work in this field in the future. Is.",D_1,418200000,5,25,YashT,D_1.wav
uh yeah i have climbed mount everest i have been very much interested to do that since ever since i read the biography of tenzing norgay and being the who are sherpa he was he overcome everything so even though i was like i thought that if someone like him can do overcome all the obstacles and do that so it is i in my viewers share test of determination and yeah so that's just to test my ability in working in the adverse environment i did climb mountains,uh yeah i have climbed mount everest i have been very much interested to do that since ever since i read the biography of tenzing norgay and being the who are sherpa he was he overcome everything so even though i was like i thought that if someone like him can do overcome all the obstacles and do that so it is i in my viewers share test of determination and yeah so that's just to test my ability in working in the adverse environment i did climb mountains,uh yeah i have climbed mount everest i have been very much interested to do that since ever since i read the biography of tenzing norgay and being the who are sherpa he was he overcome everything so even though i was like i thought that if someone like him can do overcome all the obstacles and do that so it is i in my viewers share test of determination and yeah so that's just to test my ability in working in the adverse environment i did climb mountains,"Uh. Yeah I have climbed Mount Everest. I have been very much interested to do that since ever since I read the biography of Tenzing Norgay and being the. Who are Sherpa he was he overcome everything, so even though I was like I thought that if someone like him can do overcome all the obstacles and do that so it is I in my viewers share test of determination and yeah, so that's just to test my ability in working in the adverse environment. I did climb mountains.",D_2,407300000,6,25,YashT,D_2.wav
yeah so about this role when i read about the company and i read about the application that was open this role very much is in line with what i want to do so talking about the hey to space injuring the aspects of aerospace anything that this role encompasses does align very much very well to my interest and i feel that i can develop myself holistically in this field and move move forward with it and like i can certainly create an impact which is expected of me,yeah so about this role when i read about the company and i read about the application that was open this role very much is in line with what i want to do so talking about the hey to space injuring the aspects of aerospace anything that this role encompasses does align very much very well to my interest and i feel that i can develop myself holistically in this field and move move forward with it and like i can certainly create an impact which is expected of me,yeah so about this role when i read about the company and i read about the application that was open this role very much is in line with what i want to do so talking about the hey to space injuring the aspects of aerospace anything that this role encompasses does align very much very well to my interest and i feel that i can develop myself holistically in this field and move move forward with it and like i can certainly create an impact which is expected of me,"Yeah, so about this role when I read about the company and I read about the application that was open. This role very much is in line with what I want to do. So talking about the. Hey to space, injuring the aspects of aerospace. Anything that this role encompasses does align very much very well to my interest, and I feel that I can develop myself holistically in this field. And move move forward with it and like I can certainly create an impact. Which is expected of me.",1,408700000,8,25,YashT,1.wav
yeah so for this job i do have a good set of interventions that i have done in different foreign universities as well as i have been a part of the summer internship program of drdo for two months and i have a very good knowledge of the technicals in the fundamentals that are required for this role and i do believe that i have the necessary skills as well as the motive to carry on with this work,yeah so for this job i do have a good set of interventions that i have done in different foreign universities as well as i have been a part of the summer internship program of drdo for two months and i have a very good knowledge of the technicals in the fundamentals that are required for this role and i do believe that i have the necessary skills as well as the motive to carry on with this work,yeah so for this job i do have a good set of interventions that i have done in different foreign universities as well as i have been a part of the summer internship program of drdo for two months and i have a very good knowledge of the technicals in the fundamentals that are required for this role and i do believe that i have the necessary skills as well as the motive to carry on with this work,"Yeah, so for this job I do have a good set of interventions that I have done in different foreign universities as well as I have been a part of the summer internship program of DRDO for two months and I have a very good knowledge of the technicals in the fundamentals that are required for this role. And I do believe that I have the necessary skills as well as the. Motive to carry on with this work?",2,350800000,9,25,YashT,2.wav
yeah i saw as i said before i have been interested in this role from the very start and acquiring the knowledge wasn't a very difficult thing for me i had i have always always been the top of my class in subjects related to this during my undergraduate studies and with the aim of joining this particular organization i have been working towards this from the very start i have taken as i mentioned we have taken different courses work with different process professors worked on different projects and gain both theoretical and hands on experimental knowledge for this,yeah i saw as i said before i have been interested in this role from the very start and acquiring the knowledge wasn't a very difficult thing for me i had i have always always been the top of my class in subjects related to this during my undergraduate studies and with the aim of joining this particular organization i have been working towards this from the very start i have taken as i mentioned we have taken different courses work with different process professors worked on different projects and gain both theoretical and hands on experimental knowledge for this,yeah i saw as i said before i have been interested in this role from the very start and acquiring the knowledge wasn't a very difficult thing for me i had i have always always been the top of my class in subjects related to this during my undergraduate studies and with the aim of joining this particular organization i have been working towards this from the very start i have taken as i mentioned we have taken different courses work with different process professors worked on different projects and gain both theoretical and hands on experimental knowledge for this,"Yeah, I saw as I said before, I have been interested in this role from the very start and acquiring the knowledge wasn't a very difficult thing for me. I had I have always always been the top of my class. In subjects related to this, during my undergraduate studies and with the aim of joining this particular organization, I have been working towards this from the very start. I have taken. As I mentioned, we have taken different courses, work with different process, professors worked on different projects and gain both theoretical and hands on experimental knowledge for this.",3,501100000,10,25,YashT,3.wav
yeah so this is rightly said the pandemic time really was a difficult time we really had twenty four hours to ourselves for the very first time in like at least in my lifetime i had the complete twenty four hours to myself and i believe that proper time management and doing the things that i wanted to do and achieving the things that i wanted to achieve certainly helped me push forward for this i did used to spend some time lazing around watching TV and everything but all in i was very much focused towards my work i used to meditate every morning exercise every morning to keep up my focus my concentration i did read some books of great pioneers of these field anne yeah that was pretty much it for keeping so i will dividing my answer into getting the motivation actually to work so this was the motivation part for actually to work i'm always been very much interested for this work and yeah so if i want to do something i will do something so the initial interest has to be there and being the hard working and meticulous person that i am i always try to push the work to completion in the best way that it's possible,yeah so this is rightly said the pandemic time really was a difficult time we really had 24 hours to ourselves for the very first time in like at least in my lifetime i had the complete 24 hours to myself and i believe that proper time management and doing the things that i wanted to do and achieving the things that i wanted to achieve certainly helped me push forward for this i did used to spend some time lazing around watching TV and everything but all in i was very much focused towards my work i used to meditate every morning exercise every morning to keep up my focus my concentration i did read some books of great pioneers of these field anne yeah that was pretty much it for keeping so i will dividing my answer into getting the motivation actually to work so this was the motivation part for actually to work i'm always been very much interested for this work and yeah so if i want to do something i will do something so the initial interest has to be there and being the hard working and meticulous person that i am i always try to push the work to completion in the best way that it's possible,yeah so this is rightly said the pandemic time really was a difficult time we really had 24 hours to ourselves for the very first time in like at least in my lifetime i had the complete 24 hours to myself and i believe that proper time management and doing the things that i wanted to do and achieving the things that i wanted to achieve certainly helped me push forward for this i did used to spend some time lazing around watching tv and everything but all in i was very much focused towards my work i used to meditate every morning exercise every morning to keep up my focus my concentration i did read some books of great pioneers of these field anne yeah that was pretty much it for keeping so i will dividing my answer into getting the motivation actually to work so this was the motivation part for actually to work i'm always been very much interested for this work and yeah so if i want to do something i will do something so the initial interest has to be there and being the hard working and meticulous person that i am i always try to push the work to completion in the best way that it's possible,"Yeah, so this is rightly said, the pandemic time really was a difficult time. We really had 24 hours to ourselves for the very first time in like, at least in my lifetime. I had the complete 24 hours to myself and I believe that proper time management and doing the things that I wanted to do and achieving the things that I wanted to achieve certainly helped me push forward for this. I did used to spend some time lazing around watching TV and everything. But all in I was very much focused towards my work. I used to meditate every morning, exercise every morning to keep up my focus, my concentration. I did read some books of great pioneers of these field. Anne. Yeah, that was pretty much it for keeping, so I will dividing my answer into getting the motivation actually to work. So this was the motivation part for actually to work. I'm always been very much interested for this work and. Yeah, so if I want to do something I will do something. So the initial interest has to be there and being the hard working and. Meticulous person that I am. I always try to push the work to completion in the best way that it's possible.",4,874600000,11,25,YashT,4.wav
OK so two years time i have like first i'll i'm going to take this job work in the field of emission control which has been my priority from the start and yeah in two years time not in like exactly two years time but investors certainly like to work towards my final dream that there is to be a part of a proper formula one outfit and yeah so i would like to develop the technical necessary technical skills and develop the sort of qualities that are required to work in such a high pressure and high ping and one,OK so two years time i have like first i'll i'm going to take this job work in the field of emission control which has been my priority from the start and yeah in two years time not in like exactly 2 years time but investors certainly like to work towards my final dream that there is to be a part of a proper formula one outfit and yeah so i would like to develop the technical necessary technical skills and develop the sort of qualities that are required to work in such a high pressure and high ping and one,ok so two years time i have like first i'll i'm going to take this job work in the field of emission control which has been my priority from the start and yeah in two years time not in like exactly 2 years time but investors certainly like to work towards my final dream that there is to be a part of a proper formula one outfit and yeah so i would like to develop the technical necessary technical skills and develop the sort of qualities that are required to work in such a high pressure and high ping and one,"OK, so two years time I have like first I'll I'm going to take this job work in the field of emission control, which has been my priority from the start and. Yeah, in two years time not in like exactly 2 years time, but investors certainly like to work towards my. Final dream that there is to be a part of a. Proper Formula One outfit and yeah, so I would like to develop the technical necessary technical skills and develop the sort of. Qualities that are required to work in such a high pressure and high ping and one.",5,472000000,12,25,YashT,5.wav
yeah so yeah when i was in class seven i did i had the opportunity to like see my country in like see the well being of my country on account of the first lunar spaceship launch successful in our spaceship launch the chandrayaan one and before that like every like every little child i was very much interested in dockets or being pilot or everything but that was one particular moment when i knew that i have to do have to move forward in this field and that was one event that developed and lasting impression on my mind and uh yeah so there are certain aspects aspects of it is visiting that are still to be looked upon which i actually had noticed that why is no one working on this before i had information that when i came to study about those things i realize that there is a lot of work going on without any notable results so yeah so i just want to work forward in this field and create an impact,yeah so yeah when i was in class seven i did i had the opportunity to like see my country in like see the well being of my country on account of the first lunar spaceship launch successful in our spaceship launch the chandrayaan one and before that like every like every little child i was very much interested in dockets or being pilot or everything but that was one particular moment when i knew that i have to do have to move forward in this field and that was one event that developed and lasting impression on my mind and uh yeah so there are certain aspects aspects of it is visiting that are still to be looked upon which i actually had noticed that why is no one working on this before i had information that when i came to study about those things i realize that there is a lot of work going on without any notable results so yeah so i just want to work forward in this field and create an impact,yeah so yeah when i was in class seven i did i had the opportunity to like see my country in like see the well being of my country on account of the first lunar spaceship launch successful in our spaceship launch the chandrayaan one and before that like every like every little child i was very much interested in dockets or being pilot or everything but that was one particular moment when i knew that i have to do have to move forward in this field and that was one event that developed and lasting impression on my mind and uh yeah so there are certain aspects aspects of it is visiting that are still to be looked upon which i actually had noticed that why is no one working on this before i had information that when i came to study about those things i realize that there is a lot of work going on without any notable results so yeah so i just want to work forward in this field and create an impact,"Yeah so. Yeah, when I was in class seven I did. I had the opportunity to like see my country in. Like see the well being of my country on account of the first lunar spaceship launch successful in our spaceship. Launch the Chandrayaan one and before that, like every like every little child. I was very much interested in dockets or being pilot or everything, but that was one particular moment when I knew that I have to do have to move forward in this field. And that was one event that developed and lasting impression. On my mind. And, uh, yeah. So there are certain aspects aspects of it is visiting that are still to be looked upon, which I actually had noticed that why is no one working on this. Before I had information that when I came to study about those things, I realize that there is a lot of work going on without any notable. Results so yeah, so I just want to work forward in this field and. Create an impact.",6,807500000,13,25,YashT,6.wav
no i certainly haven't i do value my standards to i do value my keep my values at a very high standard like i have seen people cheating us for getting grades everything but i do know that grades don't matter that meant that much in the end as does the knowledge and i have always been focused towards getting more and more out of anything rather than on a qualitative basis rather than a quantitative basis so cheating is basically choosing quantity over quality and which certainly do not help her too,no i certainly haven't i do value my standards to i do value my keep my values at a very high standard like i have seen people cheating us for getting grades everything but i do know that grades don't matter that meant that much in the end as does the knowledge and i have always been focused towards getting more and more out of anything rather than on a qualitative basis rather than a quantitative basis so cheating is basically choosing quantity over quality and which certainly do not help her too,no i certainly haven't i do value my standards to i do value my keep my values at a very high standard like i have seen people cheating us for getting grades everything but i do know that grades don't matter that meant that much in the end as does the knowledge and i have always been focused towards getting more and more out of anything rather than on a qualitative basis rather than a quantitative basis so cheating is basically choosing quantity over quality and which certainly do not help her too,"No, I certainly haven't. I do value my standards to I do value my keep my values at a very high standard like I have seen people cheating us for getting grades everything. But I do know that grades don't matter. That meant that much in the end, as does the knowledge. And I have always been focused towards getting more and more out of. Anything rather than on a qualitative basis rather than a quantitative basis. So cheating is basically choosing quantity over quality, and which certainly do not help her too.",7,419200000,14,25,YashT,7.wav
i would like very basic i'm sorry i tried to make it interesting but since this is a thing that i have been aiming to work towards since a long time so if i've tried to find my job monotonous i'll just so since this is a very deliberate job like it involves many components and it rolls many kinds of things to be learned upon so i would just look into other avenues that my job encompasses and just look for distractions till my main motivation comes back loss of motivation is not a very serious issue for me but yeah if something like that happens it would just be some of time and then coming back,i would like very basic i'm sorry i tried to make it interesting but since this is a thing that i have been aiming to work towards since a long time so if i've tried to find my job monotonous i'll just so since this is a very deliberate job like it involves many components and it rolls many kinds of things to be learned upon so i would just look into other avenues that my job encompasses and just look for distractions till my main motivation comes back loss of motivation is not a very serious issue for me but yeah if something like that happens it would just be some of time and then coming back,i would like very basic i'm sorry i tried to make it interesting but since this is a thing that i have been aiming to work towards since a long time so if i've tried to find my job monotonous i'll just so since this is a very deliberate job like it involves many components and it rolls many kinds of things to be learned upon so i would just look into other avenues that my job encompasses and just look for distractions till my main motivation comes back loss of motivation is not a very serious issue for me but yeah if something like that happens it would just be some of time and then coming back,"I would like very basic, I'm sorry, I tried to make it interesting, but since this is a thing that I have been. Aiming to work towards since a long time, so if I've tried to find my job monotonous, I'll just. So since this is a very deliberate job like it involves many components and it rolls many kinds of things to be learned upon. So I would just look into other avenues that my job encompasses and just look for distractions till my main motivation comes back. Loss of motivation is not a very serious issue for me but. Yeah, if something like that happens it would just be some of time and then coming back.",8,544600000,15,25,YashT,8.wav
